iter	Accuracy	Logloss
882	0.9827357238	0.08667989609
883	0.9827357238	0.08659258318
884	0.9827357238	0.08650158405
885	0.9827357238	0.08626148724
886	0.9827357238	0.08618856604
887	0.9827357238	0.08612761186
888	0.9827357238	0.08601436395
889	0.9827357238	0.08590348911
890	0.9827357238	0.08580357705
891	0.9827357238	0.08568653138
892	0.984063745	0.08554850394
893	0.984063745	0.08547321273
894	0.984063745	0.08541016532
895	0.984063745	0.08523268809
896	0.984063745	0.08517076044
897	0.984063745	0.08503584024
898	0.984063745	0.08494108788
899	0.984063745	0.08492348322
900	0.984063745	0.0848353822
901	0.984063745	0.08481183469
902	0.984063745	0.08468746097
903	0.984063745	0.08454273332
904	0.984063745	0.08447576043
905	0.984063745	0.084381505
906	0.984063745	0.08426635163
907	0.984063745	0.08426196502
908	0.984063745	0.08412884114
909	0.984063745	0.08403749742
910	0.984063745	0.08400556472
911	0.984063745	0.08399656551
912	0.984063745	0.08389927418
913	0.984063745	0.08378050264
914	0.984063745	0.08365899126
915	0.984063745	0.08355147782
916	0.984063745	0.08348628895
917	0.984063745	0.08337700483
918	0.984063745	0.08331276654
919	0.984063745	0.08330725595
920	0.984063745	0.08328556666
921	0.984063745	0.0831910394
922	0.984063745	0.08314287863
923	0.984063745	0.08304707972
924	0.984063745	0.08299471167
925	0.984063745	0.08293500163
926	0.984063745	0.08286505694
927	0.984063745	0.08280051028
928	0.984063745	0.08266990077
929	0.984063745	0.08266179305
930	0.984063745	0.08257017444
931	0.984063745	0.08249694845
932	0.984063745	0.08244480519
933	0.984063745	0.08232917224
934	0.984063745	0.08228043167
935	0.984063745	0.08212995122
936	0.984063745	0.08211921163
937	0.984063745	0.0820709145
938	0.984063745	0.08199422902
939	0.984063745	0.08190771937
940	0.984063745	0.08178738796
941	0.984063745	0.08173744741
942	0.984063745	0.08168956456
943	0.984063745	0.08166639787
944	0.984063745	0.08154673444
945	0.984063745	0.081501598
946	0.984063745	0.08147693636
947	0.984063745	0.08139059511
948	0.984063745	0.08135210695
949	0.984063745	0.08125016954
950	0.984063745	0.08114709931
951	0.984063745	0.08113238621
952	0.984063745	0.08102429901
953	0.984063745	0.08101769592
954	0.984063745	0.08097669643
955	0.984063745	0.08090343809
956	0.984063745	0.0808502635
957	0.984063745	0.0807519224
958	0.984063745	0.08072953869
959	0.984063745	0.08068770321
960	0.984063745	0.08063630246
961	0.984063745	0.0805607637
962	0.984063745	0.08048505664
963	0.984063745	0.08046560513
964	0.984063745	0.08030714474
965	0.984063745	0.08022075845
966	0.984063745	0.08009392294
967	0.984063745	0.08002008098
968	0.984063745	0.0799780348
969	0.984063745	0.07987670433
970	0.984063745	0.07986917848
971	0.984063745	0.07965577742
972	0.984063745	0.07960551279
973	0.984063745	0.07960119902
974	0.984063745	0.07952593869
975	0.984063745	0.07947191293
976	0.984063745	0.07935671215
977	0.984063745	0.07931062939
978	0.984063745	0.07925893564
979	0.984063745	0.0791716
980	0.984063745	0.07904056331
981	0.984063745	0.07898368151
982	0.984063745	0.07891907152
983	0.984063745	0.07881770531
984	0.984063745	0.07870483054
985	0.984063745	0.078638009
986	0.984063745	0.07854261597
987	0.984063745	0.07848382805
988	0.984063745	0.07826353177
989	0.984063745	0.07825591932
990	0.984063745	0.07821387319
991	0.984063745	0.07812276113
992	0.984063745	0.07806656266
993	0.984063745	0.07796669688
994	0.984063745	0.07791820979
995	0.984063745	0.07776745648
996	0.984063745	0.07755430538
997	0.984063745	0.07748954089
998	0.984063745	0.07744615315
999	0.984063745	0.07742152688
